OriginalTime	Time	ProcessingTime	TimeStamp	MessageType	Address	Destination	Source	SendCounter	ReceiveCounter	Data...
2026-05-08 08:15:33.778	2026-05-08 08:15:33.778	2026-05-08 08:15:33.778	64466905	NosepokeEvent	1	255	1	180	33	6	1
2026-05-08 08:15:33.949	2026-05-08 08:15:33.949	2026-05-08 08:15:33.949	64467075	NosepokeEvent	1	255	1	181	33	6	0
2026-05-08 08:15:34.854	2026-05-08 08:15:34.854	2026-05-08 08:15:34.854	64467986	NosepokeEvent	1	255	1	182	33	6	1
2026-05-08 08:15:35.104	2026-05-08 08:15:35.104	2026-05-08 08:15:35.104	64468242	NosepokeEvent	1	255	1	183	33	6	0
2026-05-08 08:15:35.166	2026-05-08 08:15:35.166	2026-05-08 08:15:35.166	64468290	FullCornerState	1	255	1	184	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:15:37.647	2026-05-08 08:15:37.647	2026-05-08 08:15:37.647	64470768	State	1	255	1	185	0	0	1	0	25.6	203	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 08:15:37.725	2026-05-08 08:15:37.725	2026-05-08 08:15:37.725	64470840	FullCornerState	1	255	1	186	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37128	65260	1	0	0	0
2026-05-08 08:15:40.268	2026-05-08 08:15:40.268	2026-05-08 08:15:40.268	64473390	FullCornerState	1	255	1	187	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NewTag	263000247219	1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:15:41.188	2026-05-08 08:15:41.188	2026-05-08 08:15:41.188	64474324	AntennaEvent	1	255	1	188	33	2	NoAnimal	
2026-05-08 08:15:41.484	2026-05-08 08:15:41.484	2026-05-08 08:15:41.484	64474610	NosepokeEvent	1	255	1	189	33	4	1
2026-05-08 08:15:41.625	2026-05-08 08:15:41.625	2026-05-08 08:15:41.625	64474748	NosepokeEvent	1	255	1	190	33	4	0
2026-05-08 08:15:42.826	2026-05-08 08:15:42.826	2026-05-08 08:15:42.826	64475940	FullCornerState	1	255	1	191	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:15:43.700	2026-05-08 08:15:43.700	2026-05-08 08:15:43.700	64476824	NosepokeEvent	1	255	1	192	33	6	1
2026-05-08 08:15:44.355	2026-05-08 08:15:44.355	2026-05-08 08:15:44.355	64477493	NosepokeEvent	1	255	1	193	33	6	0
2026-05-08 08:15:45.369	2026-05-08 08:15:45.369	2026-05-08 08:15:45.369	64478490	FullCornerState	1	255	1	194	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:15:47.912	2026-05-08 08:15:47.912	2026-05-08 08:15:47.912	64481040	FullCornerState	1	255	1	195	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37128	65260	1	0	0	0
2026-05-08 08:15:48.411	2026-05-08 08:15:48.411	2026-05-08 08:15:48.411	64481539	NosepokeEvent	1	255	1	196	33	5	1
2026-05-08 08:15:48.458	2026-05-08 08:15:48.458	2026-05-08 08:15:48.458	64481593	NosepokeEvent	1	255	1	197	33	5	0
2026-05-08 08:15:48.832	2026-05-08 08:15:48.832	2026-05-08 08:15:48.832	64481965	NosepokeEvent	1	255	1	198	33	2	1
2026-05-08 08:15:49.097	2026-05-08 08:15:49.097	2026-05-08 08:15:49.097	64482220	NosepokeEvent	1	255	1	199	33	2	0
2026-05-08 08:15:49.128	2026-05-08 08:15:49.128	2026-05-08 08:15:49.128	64482248	NosepokeEvent	1	255	1	200	33	2	1
2026-05-08 08:15:49.238	2026-05-08 08:15:49.238	2026-05-08 08:15:49.238	64482362	NosepokeEvent	1	255	1	201	33	2	0
2026-05-08 08:15:50.142	2026-05-08 08:15:50.142	2026-05-08 08:15:50.142	64483273	NosepokeEvent	1	255	1	202	33	5	1
2026-05-08 08:15:50.408	2026-05-08 08:15:50.408	2026-05-08 08:15:50.408	64483543	NosepokeEvent	1	255	1	203	33	5	0
2026-05-08 08:15:50.470	2026-05-08 08:15:50.470	2026-05-08 08:15:50.470	64483589	FullCornerState	1	255	1	204	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:15:51.640	2026-05-08 08:15:51.640	2026-05-08 08:15:51.640	64484776	NosepokeEvent	1	255	1	205	33	2	1
2026-05-08 08:15:52.077	2026-05-08 08:15:52.077	2026-05-08 08:15:52.077	64485209	LiquoValStart	1	255	1	206	33	2	1	37129	65260
2026-05-08 08:15:53.013	2026-05-08 08:15:53.013	2026-05-08 08:15:53.013	64486139	FullCornerState	1	255	1	207	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:15:53.294	2026-05-08 08:15:53.294	2026-05-08 08:15:53.294	64486411	LiquoValEnd	1	255	1	208	33	2	0	37138	186
2026-05-08 08:15:53.309	2026-05-08 08:15:53.309	2026-05-08 08:15:53.309	64486438	NosepokeEvent	1	255	1	209	33	2	0
2026-05-08 08:15:55.571	2026-05-08 08:15:55.571	2026-05-08 08:15:55.571	64489674	FullCornerState	1	255	1	210	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:15:58.114	2026-05-08 08:15:58.114	2026-05-08 08:15:58.114	64492224	FullCornerState	1	255	1	211	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	0	0
2026-05-08 08:15:58.691	2026-05-08 08:15:58.691	2026-05-08 08:15:58.691	64492805	NosepokeEvent	1	255	1	212	33	2	1
2026-05-08 08:15:58.769	2026-05-08 08:15:58.769	2026-05-08 08:15:58.769	64492890	NosepokeEvent	1	255	1	213	33	2	0
2026-05-08 08:15:59.268	2026-05-08 08:15:59.268	2026-05-08 08:15:59.268	64493387	NosepokeEvent	1	255	1	214	33	2	1
2026-05-08 08:15:59.565	2026-05-08 08:15:59.565	2026-05-08 08:15:59.565	64493686	NosepokeEvent	1	255	1	215	33	2	0
2026-05-08 08:16:00.236	2026-05-08 08:16:00.236	2026-05-08 08:16:00.236	64494353	NosepokeEvent	1	255	1	216	33	2	1
2026-05-08 08:16:00.672	2026-05-08 08:16:00.672	2026-05-08 08:16:00.672	64494773	FullCornerState	1	255	1	217	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:03.215	2026-05-08 08:16:03.215	2026-05-08 08:16:03.215	64497324	FullCornerState	1	255	1	218	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:05.774	2026-05-08 08:16:05.774	2026-05-08 08:16:05.774	64499873	FullCornerState	1	255	1	219	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:08.316	2026-05-08 08:16:08.316	2026-05-08 08:16:08.316	64502424	FullCornerState	1	255	1	220	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:16:10.859	2026-05-08 08:16:10.859	2026-05-08 08:16:10.859	64504974	FullCornerState	1	255	1	221	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:13.402	2026-05-08 08:16:13.402	2026-05-08 08:16:13.402	64507523	FullCornerState	1	255	1	222	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:15.960	2026-05-08 08:16:15.960	2026-05-08 08:16:15.960	64510074	FullCornerState	1	255	1	223	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:18.503	2026-05-08 08:16:18.503	2026-05-08 08:16:18.503	64512624	FullCornerState	1	255	1	224	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:16:21.062	2026-05-08 08:16:21.062	2026-05-08 08:16:21.062	64515173	FullCornerState	1	255	1	225	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:23.604	2026-05-08 08:16:23.604	2026-05-08 08:16:23.604	64517724	FullCornerState	1	255	1	226	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:26.163	2026-05-08 08:16:26.163	2026-05-08 08:16:26.163	64520273	FullCornerState	1	255	1	227	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:28.706	2026-05-08 08:16:28.706	2026-05-08 08:16:28.706	64522824	FullCornerState	1	255	1	228	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:16:31.264	2026-05-08 08:16:31.264	2026-05-08 08:16:31.264	64525374	FullCornerState	1	255	1	229	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:33.807	2026-05-08 08:16:33.807	2026-05-08 08:16:33.807	64527924	FullCornerState	1	255	1	230	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:36.365	2026-05-08 08:16:36.365	2026-05-08 08:16:36.365	64530474	FullCornerState	1	255	1	231	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:37.660	2026-05-08 08:16:37.660	2026-05-08 08:16:37.660	64531777	State	1	255	1	232	0	0	1	0	25.6	203	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 08:16:38.908	2026-05-08 08:16:38.908	2026-05-08 08:16:38.908	64533023	FullCornerState	1	255	1	233	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:16:41.466	2026-05-08 08:16:41.466	2026-05-08 08:16:41.466	64535574	FullCornerState	1	255	1	234	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:44.009	2026-05-08 08:16:44.009	2026-05-08 08:16:44.009	64538124	FullCornerState	1	255	1	235	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:46.084	2026-05-08 08:16:46.084	2026-05-08 08:16:46.084	64540215	AntennaEvent	1	255	1	236	33	2	NewTag	263000247219
2026-05-08 08:16:46.568	2026-05-08 08:16:46.568	2026-05-08 08:16:46.568	64540673	FullCornerState	1	255	1	237	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:47.348	2026-05-08 08:16:47.348	2026-05-08 08:16:47.348	64541486	AntennaEvent	1	255	1	238	33	2	NoAnimal	
2026-05-08 08:16:49.110	2026-05-08 08:16:49.110	2026-05-08 08:16:49.110	64543224	FullCornerState	1	255	1	239	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:16:51.669	2026-05-08 08:16:51.669	2026-05-08 08:16:51.669	64545774	FullCornerState	1	255	1	240	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:16:54.196	2026-05-08 08:16:54.196	2026-05-08 08:16:54.196	64548324	FullCornerState	1	255	1	241	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:16:56.754	2026-05-08 08:16:56.754	2026-05-08 08:16:56.754	64550874	FullCornerState	1	255	1	242	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:16:59.297	2026-05-08 08:16:59.297	2026-05-08 08:16:59.297	64554408	FullCornerState	1	255	1	243	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:01.856	2026-05-08 08:17:01.856	2026-05-08 08:17:01.856	64556959	FullCornerState	1	255	1	244	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:04.398	2026-05-08 08:17:04.398	2026-05-08 08:17:04.398	64559509	FullCornerState	1	255	1	245	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:17:06.957	2026-05-08 08:17:06.957	2026-05-08 08:17:06.957	64562058	FullCornerState	1	255	1	246	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:17:09.500	2026-05-08 08:17:09.500	2026-05-08 08:17:09.500	64564609	FullCornerState	1	255	1	247	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:12.058	2026-05-08 08:17:12.058	2026-05-08 08:17:12.058	64567159	FullCornerState	1	255	1	248	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:14.601	2026-05-08 08:17:14.601	2026-05-08 08:17:14.601	64569708	FullCornerState	1	255	1	249	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:17:15.006	2026-05-08 08:17:15.006	2026-05-08 08:17:15.006	64570132	NosepokeEvent	1	255	1	250	33	5	1
2026-05-08 08:17:15.350	2026-05-08 08:17:15.350	2026-05-08 08:17:15.350	64570459	NosepokeEvent	1	255	1	251	33	5	0
2026-05-08 08:17:15.771	2026-05-08 08:17:15.771	2026-05-08 08:17:15.771	64570893	AntennaEvent	1	255	1	252	33	3	NewTag	263000247298
2026-05-08 08:17:17.159	2026-05-08 08:17:17.159	2026-05-08 08:17:17.159	64572259	FullCornerState	1	255	1	253	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:17:18.407	2026-05-08 08:17:18.407	2026-05-08 08:17:18.407	64573513	AntennaEvent	1	255	1	254	33	3	NoAnimal	
2026-05-08 08:17:19.702	2026-05-08 08:17:19.702	2026-05-08 08:17:19.702	64574809	FullCornerState	1	255	1	255	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:22.260	2026-05-08 08:17:22.260	2026-05-08 08:17:22.260	64577359	FullCornerState	1	255	1	128	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:24.803	2026-05-08 08:17:24.803	2026-05-08 08:17:24.803	64579909	FullCornerState	1	255	1	129	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:17:27.362	2026-05-08 08:17:27.362	2026-05-08 08:17:27.362	64582459	FullCornerState	1	255	1	130	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:17:29.904	2026-05-08 08:17:29.904	2026-05-08 08:17:29.904	64585009	FullCornerState	1	255	1	131	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:32.463	2026-05-08 08:17:32.463	2026-05-08 08:17:32.463	64587559	FullCornerState	1	255	1	132	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:34.975	2026-05-08 08:17:34.975	2026-05-08 08:17:34.975	64590097	NosepokeEvent	1	255	1	133	33	6	1
2026-05-08 08:17:34.990	2026-05-08 08:17:34.990	2026-05-08 08:17:34.990	64590109	FullCornerState	1	255	1	134	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	1	0
2026-05-08 08:17:35.084	2026-05-08 08:17:35.084	2026-05-08 08:17:35.084	64590211	NosepokeEvent	1	255	1	135	33	6	0
2026-05-08 08:17:37.533	2026-05-08 08:17:37.533	2026-05-08 08:17:37.533	64592659	FullCornerState	1	255	1	136	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	0	0
2026-05-08 08:17:37.673	2026-05-08 08:17:37.673	2026-05-08 08:17:37.673	64592787	State	1	255	1	137	0	0	1	0	25.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 08:17:38.828	2026-05-08 08:17:38.828	2026-05-08 08:17:38.828	64593948	NosepokeEvent	1	255	1	138	33	2	0
2026-05-08 08:17:39.608	2026-05-08 08:17:39.608	2026-05-08 08:17:39.623	64594743	NosepokeEvent	1	255	1	139	33	2	1
2026-05-08 08:17:40.091	2026-05-08 08:17:40.091	2026-05-08 08:17:40.091	64595209	FullCornerState	1	255	1	140	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:42.260	2026-05-08 08:17:42.260	2026-05-08 08:17:42.260	64597383	NosepokeEvent	1	255	1	141	33	6	1
2026-05-08 08:17:42.338	2026-05-08 08:17:42.338	2026-05-08 08:17:42.338	64597469	NosepokeEvent	1	255	1	142	33	6	0
2026-05-08 08:17:42.634	2026-05-08 08:17:42.634	2026-05-08 08:17:42.634	64597759	FullCornerState	1	255	1	143	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:45.037	2026-05-08 08:17:45.037	2026-05-08 08:17:45.037	64600157	NosepokeEvent	1	255	1	144	33	8	1
2026-05-08 08:17:45.193	2026-05-08 08:17:45.193	2026-05-08 08:17:45.193	64600309	FullCornerState	1	255	1	145	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	16988	37318	1	0	0	0
2026-05-08 08:17:47.735	2026-05-08 08:17:47.735	2026-05-08 08:17:47.735	64602859	FullCornerState	1	255	1	146	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	1	0
2026-05-08 08:17:50.294	2026-05-08 08:17:50.294	2026-05-08 08:17:50.294	64605408	FullCornerState	1	255	1	147	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:17:52.837	2026-05-08 08:17:52.837	2026-05-08 08:17:52.837	64607959	FullCornerState	1	255	1	148	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:17:52.868	2026-05-08 08:17:52.868	2026-05-08 08:17:52.868	64608000	NosepokeEvent	1	255	1	149	33	6	1
2026-05-08 08:17:53.149	2026-05-08 08:17:53.149	2026-05-08 08:17:53.149	64608262	LiquoValStart	1	255	1	150	33	6	1	16989	37318
2026-05-08 08:17:55.395	2026-05-08 08:17:55.395	2026-05-08 08:17:55.395	64610509	FullCornerState	1	255	1	151	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	17009	38298	1	0	1	0
2026-05-08 08:17:57.142	2026-05-08 08:17:57.142	2026-05-08 08:17:57.142	64612259	LiquoValEnd	1	255	1	152	33	6	0	17023	38928
2026-05-08 08:17:57.251	2026-05-08 08:17:57.251	2026-05-08 08:17:57.251	64612369	NosepokeEvent	1	255	1	153	33	6	0
2026-05-08 08:17:57.938	2026-05-08 08:17:57.938	2026-05-08 08:17:57.938	64613059	FullCornerState	1	255	1	154	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	1	0
2026-05-08 08:18:00.496	2026-05-08 08:18:00.496	2026-05-08 08:18:00.496	64615608	FullCornerState	1	255	1	155	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:18:03.039	2026-05-08 08:18:03.039	2026-05-08 08:18:03.039	64618159	FullCornerState	1	255	1	156	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:18:05.597	2026-05-08 08:18:05.597	2026-05-08 08:18:05.597	64621695	FullCornerState	1	255	1	157	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	17023	38928	1	0	0	0
2026-05-08 08:18:08.140	2026-05-08 08:18:08.140	2026-05-08 08:18:08.140	64624244	FullCornerState	1	255	1	158	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	1	0
2026-05-08 08:18:10.699	2026-05-08 08:18:10.699	2026-05-08 08:18:10.699	64626795	FullCornerState	1	255	1	159	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:18:13.241	2026-05-08 08:18:13.241	2026-05-08 08:18:13.241	64629345	FullCornerState	1	255	1	160	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:18:15.784	2026-05-08 08:18:15.784	2026-05-08 08:18:15.784	64631894	FullCornerState	1	255	1	161	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	17023	38928	1	0	0	0
2026-05-08 08:18:18.327	2026-05-08 08:18:18.327	2026-05-08 08:18:18.327	64634445	FullCornerState	1	255	1	162	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	1	0
2026-05-08 08:18:19.123	2026-05-08 08:18:19.123	2026-05-08 08:18:19.123	64635243	NosepokeEvent	1	255	1	163	33	1	1
2026-05-08 08:18:20.683	2026-05-08 08:18:20.683	2026-05-08 08:18:20.683	64636791	NosepokeEvent	1	255	1	164	33	1	0
2026-05-08 08:18:20.792	2026-05-08 08:18:20.792	2026-05-08 08:18:20.792	64636904	NosepokeEvent	1	255	1	165	33	1	1
2026-05-08 08:18:20.885	2026-05-08 08:18:20.885	2026-05-08 08:18:20.885	64636995	FullCornerState	1	255	1	166	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	1	1	0
2026-05-08 08:18:21.104	2026-05-08 08:18:21.104	2026-05-08 08:18:21.104	64637217	NosepokeEvent	1	255	1	167	33	1	0
2026-05-08 08:18:21.977	2026-05-08 08:18:21.977	2026-05-08 08:18:21.977	64638095	NosepokeEvent	1	255	1	168	33	2	0
2026-05-08 08:18:23.428	2026-05-08 08:18:23.428	2026-05-08 08:18:23.428	64639545	FullCornerState	1	255	1	169	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:18:25.987	2026-05-08 08:18:25.987	2026-05-08 08:18:25.987	64642094	FullCornerState	1	255	1	170	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	17023	38928	1	0	0	0
2026-05-08 08:18:27.203	2026-05-08 08:18:27.203	2026-05-08 08:18:27.203	64643322	NosepokeEvent	1	255	1	171	33	2	1
2026-05-08 08:18:28.186	2026-05-08 08:18:28.186	2026-05-08 08:18:28.186	64644310	NosepokeEvent	1	255	1	172	33	5	1
2026-05-08 08:18:28.483	2026-05-08 08:18:28.483	2026-05-08 08:18:28.483	64644609	NosepokeEvent	1	255	1	173	33	5	0
2026-05-08 08:18:28.529	2026-05-08 08:18:28.529	2026-05-08 08:18:28.529	64644645	FullCornerState	1	255	1	174	33	4	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	34551	13900	25507	7796	1	0	1	0
2026-05-08 08:18:31.088	2026-05-08 08:18:31.088	2026-05-08 08:18:31.088	64647195	FullCornerState	1	255	1	175	33	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	17524	2386	37138	186	1	0	1	0
2026-05-08 08:18:31.384	2026-05-08 08:18:31.384	2026-05-08 08:18:31.384	64647501	NosepokeEvent	1	255	1	176	33	8	0
2026-05-08 08:18:33.631	2026-05-08 08:18:33.631	2026-05-08 08:18:33.631	64649745	FullCornerState	1	255	1	177	33	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	57797	53176	5943	33998	1	0	0	0
2026-05-08 08:18:36.189	2026-05-08 08:18:36.189	2026-05-08 08:18:36.189	64652295	FullCornerState	1	255	1	178	33	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	NoAnimal		1	1	29078	26878	17023	38928	1	0	0	0
2026-05-08 08:18:37.687	2026-05-08 08:18:37.687	2026-05-08 08:18:37.687	64653799	State	1	255	1	179	0	0	1	0	25.6	254	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0
2026-05-08 08:18:38.030	2026-05-08 08:18:38.030	2026-05-08 08:18:38.030	64654144	NosepokeEvent	1	255	1	180	33	5	1
2026-05-08 08:18:38.077	2026-05-08 08:18:38.077	2026-05-08 08:18:38.077	64654187	NosepokeEvent	1	255	1	181	33	5	0
